127.0.0.1 - - [26/Nov/2022:15:09:07 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:07 +0900] "GET /ai/index?mCode=M170100 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:07 +0900] "GET /ai/common/loginTimeOut HTTP/1.1" 302 3276
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:07 +0900] "GET /ai/resources/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:08 +0900] "GET /ai/common/loginForm.do HTTP/1.1" 200 9061
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:08 +0900] "GET /ai/resources/img/pop1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:08 +0900] "GET /ai/resources/img/pop2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:08 +0900] "GET /ai/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:08 +0900] "GET /ai/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:08 +0900] "GET /ai/resources/img/pop3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:08 +0900] "GET /ai/resources/img/loginbackground.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:09:09 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:48 +0900] "POST /ai/common/login.do HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:48 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:52 +0900] "POST /ai/common/login.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:53 +0900] "GET /ai/index.do HTTP/1.1" 200 33630
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:53 +0900] "GET /ai/main.do HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:53 +0900] "GET /ai/main.do HTTP/1.1" 200 44313
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:53 +0900] "GET /ai/resources/img/bus.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:53 +0900] "GET /ai/menu.do?mCode=M000000 HTTP/1.1" 200 205
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:53 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:53 +0900] "GET /ai/common/mail/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:53 +0900] "GET /ai/portlet/list HTTP/1.1" 200 1945
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:53 +0900] "GET /ai/portlet/attend HTTP/1.1" 200 251
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:53 +0900] "GET /ai/portlet/profile HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:54 +0900] "GET /ai/getPicture?anoCd=0&anoSeq=1 HTTP/1.1" 500 6622
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:54 +0900] "GET /ai/portlet/stutimetable HTTP/1.1" 200 2256
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:54 +0900] "GET /ai/index?mCode=M180000 HTTP/1.1" 200 33636
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:54 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:55 +0900] "GET /ai/menu.do?mCode=M180000 HTTP/1.1" 200 213
0:0:0:0:0:0:0:1 - - [26/Nov/2022:15:10:55 +0900] "GET /ai/subMenu.do?mCode=M180000 HTTP/1.1" 200 12
