127.0.0.1 - - [12/Nov/2022:12:18:09 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:09 +0900] "GET /ai/common/mail/received/list HTTP/1.1" 200 20855
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:09 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:09 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:09 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:09 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:09 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:09 +0900] "GET /ai/common/mail/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:10 +0900] "GET /ai/common/mail/bin/list.do HTTP/1.1" 200 25758
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:10 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:10 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:10 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:10 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:10 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:10 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:22 +0900] "GET /ai/common/mail/sent/list.do HTTP/1.1" 200 18466
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:22 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:22 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:22 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:22 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:22 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:22 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:23 +0900] "POST /ai/common/receive/moveBin HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:24 +0900] "GET /ai/common/mail/sent/list.do HTTP/1.1" 200 18466
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:24 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:24 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:24 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:24 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:24 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:24 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:25 +0900] "POST /ai/common/receive/moveBin HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:25 +0900] "GET /ai/common/mail/sent/list.do HTTP/1.1" 200 18466
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:25 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:25 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:25 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:25 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:25 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:25 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "GET /ai/index?mCode=M180000 HTTP/1.1" 200 31264
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "GET /ai/main.do HTTP/1.1" 200 17532
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "GET /ai/subMenu.do?mCode=M180000 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "GET /ai/menu.do?mCode=M180000 HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "GET /ai/common/mail/received/list HTTP/1.1" 200 20855
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:27 +0900] "GET /ai/common/mail/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "GET /ai/index?mCode=M180000 HTTP/1.1" 200 31264
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "GET /ai/main.do HTTP/1.1" 200 17532
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "GET /ai/menu.do?mCode=M180000 HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "GET /ai/subMenu.do?mCode=M180000 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "GET /ai/common/mail/received/list HTTP/1.1" 200 20855
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:28 +0900] "GET /ai/common/mail/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:30 +0900] "POST /ai/common/receive/moveBin HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:30 +0900] "GET /ai/common/mail/received/list HTTP/1.1" 200 19687
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:30 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:30 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:30 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:30 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:30 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:30 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:32 +0900] "GET /ai/common/mail/sent/list.do HTTP/1.1" 200 18466
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:32 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:32 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:32 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:32 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:32 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:32 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:35 +0900] "POST /ai/common/receive/moveBin HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:35 +0900] "GET /ai/common/mail/sent/list.do HTTP/1.1" 200 18466
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:35 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:35 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:35 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:35 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:35 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:35 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:38 +0900] "GET /ai/common/mail/bin/list.do HTTP/1.1" 200 26874
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:38 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:38 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:38 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:38 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:38 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:38 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:41 +0900] "GET /ai/common/mail/sent/list.do HTTP/1.1" 200 18466
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:41 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:41 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:41 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:41 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:41 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:31:41 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "GET /ai/index?mCode=M180000 HTTP/1.1" 200 31264
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "GET /ai/main.do HTTP/1.1" 200 17532
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "GET /ai/menu.do?mCode=M180000 HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "GET /ai/subMenu.do?mCode=M180000 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "GET /ai/common/mail/received/list HTTP/1.1" 200 19687
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:51 +0900] "GET /ai/common/mail/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "GET /ai/index?mCode=M180000 HTTP/1.1" 200 31264
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "GET /ai/main.do HTTP/1.1" 200 17532
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "GET /ai/subMenu.do?mCode=M180000 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "GET /ai/menu.do?mCode=M180000 HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "GET /ai/common/mail/received/list HTTP/1.1" 200 19687
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:52 +0900] "GET /ai/common/mail/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:53 +0900] "GET /ai/common/mail/sent/list.do HTTP/1.1" 200 18464
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:53 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:53 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:53 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:53 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:53 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:53 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "GET /ai/common/mail/bin/list.do HTTP/1.1" 200 26874
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "GET /ai/common/mail/sent/list.do HTTP/1.1" 200 18464
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:54 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:32:55 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "GET /ai/index?mCode=M180000 HTTP/1.1" 200 31264
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "GET /ai/main.do HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "GET /ai/menu.do?mCode=M180000 HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "GET /ai/subMenu.do?mCode=M180000 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "GET /ai/common/mail/received/list HTTP/1.1" 200 19687
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:00 +0900] "GET /ai/common/mail/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:02 +0900] "GET /ai/common/mail/sent/list.do HTTP/1.1" 200 18464
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:02 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:02 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:02 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:02 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:02 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:02 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "GET /ai/index?mCode=M180000 HTTP/1.1" 200 31264
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "GET /ai/main.do HTTP/1.1" 200 17532
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "GET /ai/menu.do?mCode=M180000 HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "GET /ai/subMenu.do?mCode=M180000 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "GET /ai/common/mail/received/list HTTP/1.1" 200 19687
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:46 +0900] "GET /ai/common/mail/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:47 +0900] "GET /ai/common/mail/bin/list.do HTTP/1.1" 200 26874
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:47 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:47 +0900] "GET /ai/common/mail/assets/libs/js/main-js.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:47 +0900] "GET /ai/common/mail/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:47 +0900] "GET /ai/common/mail/assets/vendor/slimscroll/jquery.slimscroll.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:47 +0900] "GET /ai/common/mail/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:47 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [12/Nov/2022:15:33:47 +0900] "GET /ai/common/mail/sent/list.do HTTP/1.1" 200 18462
