127.0.0.1 - - [15/Nov/2022:09:31:03 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:03 +0900] "GET /ai/subMenu.do?mCode=M080000 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:05 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:05 +0900] "GET /ai/stu/counsel/list.do HTTP/1.1" 500 10664
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:05 +0900] "GET /ai/menu.do?mCode=M080200 HTTP/1.1" 200 202
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:05 +0900] "GET /ai/stu/counsel/applyMain.do HTTP/1.1" 500 10669
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:05 +0900] "GET /ai/menu.do?mCode=M080100 HTTP/1.1" 200 201
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:07 +0900] "GET /ai/index.do?mCode=M080100 HTTP/1.1" 200 31262
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:07 +0900] "GET /ai/main.do HTTP/1.1" 500 10651
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:07 +0900] "GET /ai/stu/counsel/applyMain.do HTTP/1.1" 500 10669
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:07 +0900] "GET /ai/menu.do?mCode=M080100 HTTP/1.1" 200 201
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:07 +0900] "GET /ai/common/mail/count HTTP/1.1" 500 10668
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:07 +0900] "GET /ai/subMenu.do?mCode=M080000 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:09 +0900] "GET /ai/common/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:09 +0900] "GET /ai/index HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:10 +0900] "GET /ai/common/loginForm.do;jsessionid=3FF561CD3B46F20740948FC49032FC21 HTTP/1.1" 200 5898
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:10 +0900] "GET /ai/assets/vendor/jquery/jquery-3.3.1.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:10 +0900] "GET /ai/resources/css/common.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:10 +0900] "GET /ai/assets/vendor/bootstrap/js/bootstrap.bundle.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Nov/2022:09:31:10 +0900] "POST /cdn-cgi/rum? HTTP/1.1" 404 822
